"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2025 20:00:00 - 03/01/2025 20:15:00","BZN|BE","Without Sequence","147.31","",""
"03/01/2025 20:15:00 - 03/01/2025 20:30:00","BZN|BE","Without Sequence","147.31","",""
"03/01/2025 20:30:00 - 03/01/2025 20:45:00","BZN|BE","Without Sequence","147.31","",""
"03/01/2025 20:45:00 - 03/01/2025 21:00:00","BZN|BE","Without Sequence","147.31","",""
"03/01/2025 21:00:00 - 03/01/2025 21:15:00","BZN|BE","Without Sequence","124.91","",""
"03/01/2025 21:15:00 - 03/01/2025 21:30:00","BZN|BE","Without Sequence","124.91","",""
"03/01/2025 21:30:00 - 03/01/2025 21:45:00","BZN|BE","Without Sequence","124.91","",""
"03/01/2025 21:45:00 - 03/01/2025 22:00:00","BZN|BE","Without Sequence","124.91","",""
"03/01/2025 22:00:00 - 03/01/2025 22:15:00","BZN|BE","Without Sequence","138.25","",""
"03/01/2025 22:15:00 - 03/01/2025 22:30:00","BZN|BE","Without Sequence","138.25","",""
"03/01/2025 22:30:00 - 03/01/2025 22:45:00","BZN|BE","Without Sequence","138.25","",""
"03/01/2025 22:45:00 - 03/01/2025 23:00:00","BZN|BE","Without Sequence","138.25","",""
"03/01/2025 23:00:00 - 03/01/2025 23:15:00","BZN|BE","Without Sequence","136.75","",""
"03/01/2025 23:15:00 - 03/01/2025 23:30:00","BZN|BE","Without Sequence","136.75","",""
"03/01/2025 23:30:00 - 03/01/2025 23:45:00","BZN|BE","Without Sequence","136.75","",""
"03/01/2025 23:45:00 - 04/01/2025 00:00:00","BZN|BE","Without Sequence","136.75","",""
"04/01/2025 00:00:00 - 04/01/2025 00:15:00","BZN|BE","Without Sequence","115.00","",""
"04/01/2025 00:15:00 - 04/01/2025 00:30:00","BZN|BE","Without Sequence","115.00","",""
"04/01/2025 00:30:00 - 04/01/2025 00:45:00","BZN|BE","Without Sequence","115.00","",""
"04/01/2025 00:45:00 - 04/01/2025 01:00:00","BZN|BE","Without Sequence","115.00","",""
"04/01/2025 01:00:00 - 04/01/2025 01:15:00","BZN|BE","Without Sequence","105.11","",""
"04/01/2025 01:15:00 - 04/01/2025 01:30:00","BZN|BE","Without Sequence","105.11","",""
"04/01/2025 01:30:00 - 04/01/2025 01:45:00","BZN|BE","Without Sequence","105.11","",""
"04/01/2025 01:45:00 - 04/01/2025 02:00:00","BZN|BE","Without Sequence","105.11","",""
"04/01/2025 02:00:00 - 04/01/2025 02:15:00","BZN|BE","Without Sequence","96.77","",""
"04/01/2025 02:15:00 - 04/01/2025 02:30:00","BZN|BE","Without Sequence","96.77","",""
"04/01/2025 02:30:00 - 04/01/2025 02:45:00","BZN|BE","Without Sequence","96.77","",""
"04/01/2025 02:45:00 - 04/01/2025 03:00:00","BZN|BE","Without Sequence","96.77","",""
"04/01/2025 03:00:00 - 04/01/2025 03:15:00","BZN|BE","Without Sequence","94.70","",""
"04/01/2025 03:15:00 - 04/01/2025 03:30:00","BZN|BE","Without Sequence","94.70","",""
"04/01/2025 03:30:00 - 04/01/2025 03:45:00","BZN|BE","Without Sequence","94.70","",""
"04/01/2025 03:45:00 - 04/01/2025 04:00:00","BZN|BE","Without Sequence","94.70","",""
"04/01/2025 04:00:00 - 04/01/2025 04:15:00","BZN|BE","Without Sequence","96.32","",""
"04/01/2025 04:15:00 - 04/01/2025 04:30:00","BZN|BE","Without Sequence","96.32","",""
"04/01/2025 04:30:00 - 04/01/2025 04:45:00","BZN|BE","Without Sequence","96.32","",""
"04/01/2025 04:45:00 - 04/01/2025 05:00:00","BZN|BE","Without Sequence","96.32","",""
"04/01/2025 05:00:00 - 04/01/2025 05:15:00","BZN|BE","Without Sequence","102.40","",""
"04/01/2025 05:15:00 - 04/01/2025 05:30:00","BZN|BE","Without Sequence","102.40","",""
"04/01/2025 05:30:00 - 04/01/2025 05:45:00","BZN|BE","Without Sequence","102.40","",""
"04/01/2025 05:45:00 - 04/01/2025 06:00:00","BZN|BE","Without Sequence","102.40","",""
"04/01/2025 06:00:00 - 04/01/2025 06:15:00","BZN|BE","Without Sequence","110.78","",""
"04/01/2025 06:15:00 - 04/01/2025 06:30:00","BZN|BE","Without Sequence","110.78","",""
"04/01/2025 06:30:00 - 04/01/2025 06:45:00","BZN|BE","Without Sequence","110.78","",""
"04/01/2025 06:45:00 - 04/01/2025 07:00:00","BZN|BE","Without Sequence","110.78","",""
"04/01/2025 07:00:00 - 04/01/2025 07:15:00","BZN|BE","Without Sequence","120.10","",""
"04/01/2025 07:15:00 - 04/01/2025 07:30:00","BZN|BE","Without Sequence","120.10","",""
"04/01/2025 07:30:00 - 04/01/2025 07:45:00","BZN|BE","Without Sequence","120.10","",""
"04/01/2025 07:45:00 - 04/01/2025 08:00:00","BZN|BE","Without Sequence","120.10","",""
"04/01/2025 08:00:00 - 04/01/2025 08:15:00","BZN|BE","Without Sequence","128.39","",""
"04/01/2025 08:15:00 - 04/01/2025 08:30:00","BZN|BE","Without Sequence","128.39","",""
"04/01/2025 08:30:00 - 04/01/2025 08:45:00","BZN|BE","Without Sequence","128.39","",""
"04/01/2025 08:45:00 - 04/01/2025 09:00:00","BZN|BE","Without Sequence","128.39","",""
"04/01/2025 09:00:00 - 04/01/2025 09:15:00","BZN|BE","Without Sequence","130.75","",""
"04/01/2025 09:15:00 - 04/01/2025 09:30:00","BZN|BE","Without Sequence","130.75","",""
"04/01/2025 09:30:00 - 04/01/2025 09:45:00","BZN|BE","Without Sequence","130.75","",""
"04/01/2025 09:45:00 - 04/01/2025 10:00:00","BZN|BE","Without Sequence","130.75","",""
"04/01/2025 10:00:00 - 04/01/2025 10:15:00","BZN|BE","Without Sequence","130.34","",""
"04/01/2025 10:15:00 - 04/01/2025 10:30:00","BZN|BE","Without Sequence","130.34","",""
"04/01/2025 10:30:00 - 04/01/2025 10:45:00","BZN|BE","Without Sequence","130.34","",""
"04/01/2025 10:45:00 - 04/01/2025 11:00:00","BZN|BE","Without Sequence","130.34","",""
"04/01/2025 11:00:00 - 04/01/2025 11:15:00","BZN|BE","Without Sequence","128.29","",""
"04/01/2025 11:15:00 - 04/01/2025 11:30:00","BZN|BE","Without Sequence","128.29","",""
"04/01/2025 11:30:00 - 04/01/2025 11:45:00","BZN|BE","Without Sequence","128.29","",""
"04/01/2025 11:45:00 - 04/01/2025 12:00:00","BZN|BE","Without Sequence","128.29","",""
"04/01/2025 12:00:00 - 04/01/2025 12:15:00","BZN|BE","Without Sequence","130.03","",""
"04/01/2025 12:15:00 - 04/01/2025 12:30:00","BZN|BE","Without Sequence","130.03","",""
"04/01/2025 12:30:00 - 04/01/2025 12:45:00","BZN|BE","Without Sequence","130.03","",""
"04/01/2025 12:45:00 - 04/01/2025 13:00:00","BZN|BE","Without Sequence","130.03","",""
"04/01/2025 13:00:00 - 04/01/2025 13:15:00","BZN|BE","Without Sequence","129.85","",""
"04/01/2025 13:15:00 - 04/01/2025 13:30:00","BZN|BE","Without Sequence","129.85","",""
"04/01/2025 13:30:00 - 04/01/2025 13:45:00","BZN|BE","Without Sequence","129.85","",""
"04/01/2025 13:45:00 - 04/01/2025 14:00:00","BZN|BE","Without Sequence","129.85","",""
"04/01/2025 14:00:00 - 04/01/2025 14:15:00","BZN|BE","Without Sequence","136.40","",""
"04/01/2025 14:15:00 - 04/01/2025 14:30:00","BZN|BE","Without Sequence","136.40","",""
"04/01/2025 14:30:00 - 04/01/2025 14:45:00","BZN|BE","Without Sequence","136.40","",""
"04/01/2025 14:45:00 - 04/01/2025 15:00:00","BZN|BE","Without Sequence","136.40","",""
"04/01/2025 15:00:00 - 04/01/2025 15:15:00","BZN|BE","Without Sequence","138.81","",""
"04/01/2025 15:15:00 - 04/01/2025 15:30:00","BZN|BE","Without Sequence","138.81","",""
"04/01/2025 15:30:00 - 04/01/2025 15:45:00","BZN|BE","Without Sequence","138.81","",""
"04/01/2025 15:45:00 - 04/01/2025 16:00:00","BZN|BE","Without Sequence","138.81","",""
"04/01/2025 16:00:00 - 04/01/2025 16:15:00","BZN|BE","Without Sequence","136.85","",""
"04/01/2025 16:15:00 - 04/01/2025 16:30:00","BZN|BE","Without Sequence","136.85","",""
"04/01/2025 16:30:00 - 04/01/2025 16:45:00","BZN|BE","Without Sequence","136.85","",""
"04/01/2025 16:45:00 - 04/01/2025 17:00:00","BZN|BE","Without Sequence","136.85","",""
"04/01/2025 17:00:00 - 04/01/2025 17:15:00","BZN|BE","Without Sequence","142.53","",""
"04/01/2025 17:15:00 - 04/01/2025 17:30:00","BZN|BE","Without Sequence","142.53","",""
"04/01/2025 17:30:00 - 04/01/2025 17:45:00","BZN|BE","Without Sequence","142.53","",""
"04/01/2025 17:45:00 - 04/01/2025 18:00:00","BZN|BE","Without Sequence","142.53","",""
"04/01/2025 18:00:00 - 04/01/2025 18:15:00","BZN|BE","Without Sequence","144.38","",""
"04/01/2025 18:15:00 - 04/01/2025 18:30:00","BZN|BE","Without Sequence","144.38","",""
"04/01/2025 18:30:00 - 04/01/2025 18:45:00","BZN|BE","Without Sequence","144.38","",""
"04/01/2025 18:45:00 - 04/01/2025 19:00:00","BZN|BE","Without Sequence","144.38","",""
"04/01/2025 19:00:00 - 04/01/2025 19:15:00","BZN|BE","Without Sequence","138.84","",""
"04/01/2025 19:15:00 - 04/01/2025 19:30:00","BZN|BE","Without Sequence","138.84","",""
"04/01/2025 19:30:00 - 04/01/2025 19:45:00","BZN|BE","Without Sequence","138.84","",""
"04/01/2025 19:45:00 - 04/01/2025 20:00:00","BZN|BE","Without Sequence","138.84","",""
"04/01/2025 20:00:00 - 04/01/2025 20:15:00","BZN|BE","Without Sequence","129.99","",""
"04/01/2025 20:15:00 - 04/01/2025 20:30:00","BZN|BE","Without Sequence","129.99","",""
"04/01/2025 20:30:00 - 04/01/2025 20:45:00","BZN|BE","Without Sequence","129.99","",""
"04/01/2025 20:45:00 - 04/01/2025 21:00:00","BZN|BE","Without Sequence","129.99","",""
"04/01/2025 21:00:00 - 04/01/2025 21:15:00","BZN|BE","Without Sequence","123.33","",""
"04/01/2025 21:15:00 - 04/01/2025 21:30:00","BZN|BE","Without Sequence","123.33","",""
"04/01/2025 21:30:00 - 04/01/2025 21:45:00","BZN|BE","Without Sequence","123.33","",""
"04/01/2025 21:45:00 - 04/01/2025 22:00:00","BZN|BE","Without Sequence","123.33","",""
"04/01/2025 22:00:00 - 04/01/2025 22:15:00","BZN|BE","Without Sequence","118.76","",""
"04/01/2025 22:15:00 - 04/01/2025 22:30:00","BZN|BE","Without Sequence","118.76","",""
"04/01/2025 22:30:00 - 04/01/2025 22:45:00","BZN|BE","Without Sequence","118.76","",""
"04/01/2025 22:45:00 - 04/01/2025 23:00:00","BZN|BE","Without Sequence","118.76","",""
"04/01/2025 23:00:00 - 04/01/2025 23:15:00","BZN|BE","Without Sequence","109.70","",""
"04/01/2025 23:15:00 - 04/01/2025 23:30:00","BZN|BE","Without Sequence","109.70","",""
"04/01/2025 23:30:00 - 04/01/2025 23:45:00","BZN|BE","Without Sequence","109.70","",""
"04/01/2025 23:45:00 - 05/01/2025 00:00:00","BZN|BE","Without Sequence","109.70","",""
"05/01/2025 00:00:00 - 05/01/2025 00:15:00","BZN|BE","Without Sequence","106.68","",""
"05/01/2025 00:15:00 - 05/01/2025 00:30:00","BZN|BE","Without Sequence","106.68","",""
"05/01/2025 00:30:00 - 05/01/2025 00:45:00","BZN|BE","Without Sequence","106.68","",""
"05/01/2025 00:45:00 - 05/01/2025 01:00:00","BZN|BE","Without Sequence","106.68","",""
"05/01/2025 01:00:00 - 05/01/2025 01:15:00","BZN|BE","Without Sequence","81.88","",""
"05/01/2025 01:15:00 - 05/01/2025 01:30:00","BZN|BE","Without Sequence","81.88","",""
"05/01/2025 01:30:00 - 05/01/2025 01:45:00","BZN|BE","Without Sequence","81.88","",""
"05/01/2025 01:45:00 - 05/01/2025 02:00:00","BZN|BE","Without Sequence","81.88","",""
"05/01/2025 02:00:00 - 05/01/2025 02:15:00","BZN|BE","Without Sequence","74.60","",""
"05/01/2025 02:15:00 - 05/01/2025 02:30:00","BZN|BE","Without Sequence","74.60","",""
"05/01/2025 02:30:00 - 05/01/2025 02:45:00","BZN|BE","Without Sequence","74.60","",""
"05/01/2025 02:45:00 - 05/01/2025 03:00:00","BZN|BE","Without Sequence","74.60","",""
"05/01/2025 03:00:00 - 05/01/2025 03:15:00","BZN|BE","Without Sequence","63.59","",""
"05/01/2025 03:15:00 - 05/01/2025 03:30:00","BZN|BE","Without Sequence","63.59","",""
"05/01/2025 03:30:00 - 05/01/2025 03:45:00","BZN|BE","Without Sequence","63.59","",""
"05/01/2025 03:45:00 - 05/01/2025 04:00:00","BZN|BE","Without Sequence","63.59","",""
"05/01/2025 04:00:00 - 05/01/2025 04:15:00","BZN|BE","Without Sequence","58.84","",""
"05/01/2025 04:15:00 - 05/01/2025 04:30:00","BZN|BE","Without Sequence","58.84","",""
"05/01/2025 04:30:00 - 05/01/2025 04:45:00","BZN|BE","Without Sequence","58.84","",""
"05/01/2025 04:45:00 - 05/01/2025 05:00:00","BZN|BE","Without Sequence","58.84","",""
"05/01/2025 05:00:00 - 05/01/2025 05:15:00","BZN|BE","Without Sequence","51.18","",""
"05/01/2025 05:15:00 - 05/01/2025 05:30:00","BZN|BE","Without Sequence","51.18","",""
"05/01/2025 05:30:00 - 05/01/2025 05:45:00","BZN|BE","Without Sequence","51.18","",""
"05/01/2025 05:45:00 - 05/01/2025 06:00:00","BZN|BE","Without Sequence","51.18","",""
"05/01/2025 06:00:00 - 05/01/2025 06:15:00","BZN|BE","Without Sequence","49.58","",""
"05/01/2025 06:15:00 - 05/01/2025 06:30:00","BZN|BE","Without Sequence","49.58","",""
"05/01/2025 06:30:00 - 05/01/2025 06:45:00","BZN|BE","Without Sequence","49.58","",""
"05/01/2025 06:45:00 - 05/01/2025 07:00:00","BZN|BE","Without Sequence","49.58","",""
"05/01/2025 07:00:00 - 05/01/2025 07:15:00","BZN|BE","Without Sequence","54.29","",""
"05/01/2025 07:15:00 - 05/01/2025 07:30:00","BZN|BE","Without Sequence","54.29","",""
"05/01/2025 07:30:00 - 05/01/2025 07:45:00","BZN|BE","Without Sequence","54.29","",""
"05/01/2025 07:45:00 - 05/01/2025 08:00:00","BZN|BE","Without Sequence","54.29","",""
"05/01/2025 08:00:00 - 05/01/2025 08:15:00","BZN|BE","Without Sequence","62.20","",""
"05/01/2025 08:15:00 - 05/01/2025 08:30:00","BZN|BE","Without Sequence","62.20","",""
"05/01/2025 08:30:00 - 05/01/2025 08:45:00","BZN|BE","Without Sequence","62.20","",""
"05/01/2025 08:45:00 - 05/01/2025 09:00:00","BZN|BE","Without Sequence","62.20","",""
"05/01/2025 09:00:00 - 05/01/2025 09:15:00","BZN|BE","Without Sequence","62.60","",""
"05/01/2025 09:15:00 - 05/01/2025 09:30:00","BZN|BE","Without Sequence","62.60","",""
"05/01/2025 09:30:00 - 05/01/2025 09:45:00","BZN|BE","Without Sequence","62.60","",""
"05/01/2025 09:45:00 - 05/01/2025 10:00:00","BZN|BE","Without Sequence","62.60","",""
"05/01/2025 10:00:00 - 05/01/2025 10:15:00","BZN|BE","Without Sequence","64.17","",""
"05/01/2025 10:15:00 - 05/01/2025 10:30:00","BZN|BE","Without Sequence","64.17","",""
"05/01/2025 10:30:00 - 05/01/2025 10:45:00","BZN|BE","Without Sequence","64.17","",""
"05/01/2025 10:45:00 - 05/01/2025 11:00:00","BZN|BE","Without Sequence","64.17","",""
"05/01/2025 11:00:00 - 05/01/2025 11:15:00","BZN|BE","Without Sequence","60.18","",""
"05/01/2025 11:15:00 - 05/01/2025 11:30:00","BZN|BE","Without Sequence","60.18","",""
"05/01/2025 11:30:00 - 05/01/2025 11:45:00","BZN|BE","Without Sequence","60.18","",""
"05/01/2025 11:45:00 - 05/01/2025 12:00:00","BZN|BE","Without Sequence","60.18","",""
"05/01/2025 12:00:00 - 05/01/2025 12:15:00","BZN|BE","Without Sequence","68.20","",""
"05/01/2025 12:15:00 - 05/01/2025 12:30:00","BZN|BE","Without Sequence","68.20","",""
"05/01/2025 12:30:00 - 05/01/2025 12:45:00","BZN|BE","Without Sequence","68.20","",""
"05/01/2025 12:45:00 - 05/01/2025 13:00:00","BZN|BE","Without Sequence","68.20","",""
"05/01/2025 13:00:00 - 05/01/2025 13:15:00","BZN|BE","Without Sequence","59.23","",""
"05/01/2025 13:15:00 - 05/01/2025 13:30:00","BZN|BE","Without Sequence","59.23","",""
"05/01/2025 13:30:00 - 05/01/2025 13:45:00","BZN|BE","Without Sequence","59.23","",""
"05/01/2025 13:45:00 - 05/01/2025 14:00:00","BZN|BE","Without Sequence","59.23","",""
"05/01/2025 14:00:00 - 05/01/2025 14:15:00","BZN|BE","Without Sequence","52.71","",""
"05/01/2025 14:15:00 - 05/01/2025 14:30:00","BZN|BE","Without Sequence","52.71","",""
"05/01/2025 14:30:00 - 05/01/2025 14:45:00","BZN|BE","Without Sequence","52.71","",""
"05/01/2025 14:45:00 - 05/01/2025 15:00:00","BZN|BE","Without Sequence","52.71","",""
"05/01/2025 15:00:00 - 05/01/2025 15:15:00","BZN|BE","Without Sequence","37.25","",""
"05/01/2025 15:15:00 - 05/01/2025 15:30:00","BZN|BE","Without Sequence","37.25","",""
"05/01/2025 15:30:00 - 05/01/2025 15:45:00","BZN|BE","Without Sequence","37.25","",""
"05/01/2025 15:45:00 - 05/01/2025 16:00:00","BZN|BE","Without Sequence","37.25","",""
"05/01/2025 16:00:00 - 05/01/2025 16:15:00","BZN|BE","Without Sequence","39.38","",""
"05/01/2025 16:15:00 - 05/01/2025 16:30:00","BZN|BE","Without Sequence","39.38","",""
"05/01/2025 16:30:00 - 05/01/2025 16:45:00","BZN|BE","Without Sequence","39.38","",""
"05/01/2025 16:45:00 - 05/01/2025 17:00:00","BZN|BE","Without Sequence","39.38","",""
"05/01/2025 17:00:00 - 05/01/2025 17:15:00","BZN|BE","Without Sequence","59.60","",""
"05/01/2025 17:15:00 - 05/01/2025 17:30:00","BZN|BE","Without Sequence","59.60","",""
"05/01/2025 17:30:00 - 05/01/2025 17:45:00","BZN|BE","Without Sequence","59.60","",""
"05/01/2025 17:45:00 - 05/01/2025 18:00:00","BZN|BE","Without Sequence","59.60","",""
"05/01/2025 18:00:00 - 05/01/2025 18:15:00","BZN|BE","Without Sequence","62.25","",""
"05/01/2025 18:15:00 - 05/01/2025 18:30:00","BZN|BE","Without Sequence","62.25","",""
"05/01/2025 18:30:00 - 05/01/2025 18:45:00","BZN|BE","Without Sequence","62.25","",""
"05/01/2025 18:45:00 - 05/01/2025 19:00:00","BZN|BE","Without Sequence","62.25","",""
"05/01/2025 19:00:00 - 05/01/2025 19:15:00","BZN|BE","Without Sequence","54.18","",""
"05/01/2025 19:15:00 - 05/01/2025 19:30:00","BZN|BE","Without Sequence","54.18","",""
"05/01/2025 19:30:00 - 05/01/2025 19:45:00","BZN|BE","Without Sequence","54.18","",""
"05/01/2025 19:45:00 - 05/01/2025 20:00:00","BZN|BE","Without Sequence","54.18","",""
"05/01/2025 20:00:00 - 05/01/2025 20:15:00","BZN|BE","Without Sequence","44.50","",""
"05/01/2025 20:15:00 - 05/01/2025 20:30:00","BZN|BE","Without Sequence","44.50","",""
"05/01/2025 20:30:00 - 05/01/2025 20:45:00","BZN|BE","Without Sequence","44.50","",""
"05/01/2025 20:45:00 - 05/01/2025 21:00:00","BZN|BE","Without Sequence","44.50","",""
"05/01/2025 21:00:00 - 05/01/2025 21:15:00","BZN|BE","Without Sequence","42.97","",""
"05/01/2025 21:15:00 - 05/01/2025 21:30:00","BZN|BE","Without Sequence","42.97","",""
"05/01/2025 21:30:00 - 05/01/2025 21:45:00","BZN|BE","Without Sequence","42.97","",""
"05/01/2025 21:45:00 - 05/01/2025 22:00:00","BZN|BE","Without Sequence","42.97","",""
"05/01/2025 22:00:00 - 05/01/2025 22:15:00","BZN|BE","Without Sequence","34.88","",""
"05/01/2025 22:15:00 - 05/01/2025 22:30:00","BZN|BE","Without Sequence","34.88","",""
"05/01/2025 22:30:00 - 05/01/2025 22:45:00","BZN|BE","Without Sequence","34.88","",""
"05/01/2025 22:45:00 - 05/01/2025 23:00:00","BZN|BE","Without Sequence","34.88","",""
"05/01/2025 23:00:00 - 05/01/2025 23:15:00","BZN|BE","Without Sequence","20.36","",""
"05/01/2025 23:15:00 - 05/01/2025 23:30:00","BZN|BE","Without Sequence","20.36","",""
"05/01/2025 23:30:00 - 05/01/2025 23:45:00","BZN|BE","Without Sequence","20.36","",""
"05/01/2025 23:45:00 - 06/01/2025 00:00:00","BZN|BE","Without Sequence","20.36","",""
"06/01/2025 00:00:00 - 06/01/2025 00:15:00","BZN|BE","Without Sequence","16.66","",""
"06/01/2025 00:15:00 - 06/01/2025 00:30:00","BZN|BE","Without Sequence","16.66","",""
"06/01/2025 00:30:00 - 06/01/2025 00:45:00","BZN|BE","Without Sequence","16.66","",""
"06/01/2025 00:45:00 - 06/01/2025 01:00:00","BZN|BE","Without Sequence","16.66","",""
"06/01/2025 01:00:00 - 06/01/2025 01:15:00","BZN|BE","Without Sequence","8.35","",""
"06/01/2025 01:15:00 - 06/01/2025 01:30:00","BZN|BE","Without Sequence","8.35","",""
"06/01/2025 01:30:00 - 06/01/2025 01:45:00","BZN|BE","Without Sequence","8.35","",""
"06/01/2025 01:45:00 - 06/01/2025 02:00:00","BZN|BE","Without Sequence","8.35","",""
"06/01/2025 02:00:00 - 06/01/2025 02:15:00","BZN|BE","Without Sequence","4.90","",""
"06/01/2025 02:15:00 - 06/01/2025 02:30:00","BZN|BE","Without Sequence","4.90","",""
"06/01/2025 02:30:00 - 06/01/2025 02:45:00","BZN|BE","Without Sequence","4.90","",""
"06/01/2025 02:45:00 - 06/01/2025 03:00:00","BZN|BE","Without Sequence","4.90","",""
"06/01/2025 03:00:00 - 06/01/2025 03:15:00","BZN|BE","Without Sequence","2.77","",""
"06/01/2025 03:15:00 - 06/01/2025 03:30:00","BZN|BE","Without Sequence","2.77","",""
"06/01/2025 03:30:00 - 06/01/2025 03:45:00","BZN|BE","Without Sequence","2.77","",""
"06/01/2025 03:45:00 - 06/01/2025 04:00:00","BZN|BE","Without Sequence","2.77","",""
"06/01/2025 04:00:00 - 06/01/2025 04:15:00","BZN|BE","Without Sequence","2.51","",""
"06/01/2025 04:15:00 - 06/01/2025 04:30:00","BZN|BE","Without Sequence","2.51","",""
"06/01/2025 04:30:00 - 06/01/2025 04:45:00","BZN|BE","Without Sequence","2.51","",""
"06/01/2025 04:45:00 - 06/01/2025 05:00:00","BZN|BE","Without Sequence","2.51","",""
"06/01/2025 05:00:00 - 06/01/2025 05:15:00","BZN|BE","Without Sequence","4.39","",""
"06/01/2025 05:15:00 - 06/01/2025 05:30:00","BZN|BE","Without Sequence","4.39","",""
"06/01/2025 05:30:00 - 06/01/2025 05:45:00","BZN|BE","Without Sequence","4.39","",""
"06/01/2025 05:45:00 - 06/01/2025 06:00:00","BZN|BE","Without Sequence","4.39","",""
"06/01/2025 06:00:00 - 06/01/2025 06:15:00","BZN|BE","Without Sequence","10.53","",""
"06/01/2025 06:15:00 - 06/01/2025 06:30:00","BZN|BE","Without Sequence","10.53","",""
"06/01/2025 06:30:00 - 06/01/2025 06:45:00","BZN|BE","Without Sequence","10.53","",""
"06/01/2025 06:45:00 - 06/01/2025 07:00:00","BZN|BE","Without Sequence","10.53","",""
"06/01/2025 07:00:00 - 06/01/2025 07:15:00","BZN|BE","Without Sequence","36.70","",""
"06/01/2025 07:15:00 - 06/01/2025 07:30:00","BZN|BE","Without Sequence","36.70","",""
"06/01/2025 07:30:00 - 06/01/2025 07:45:00","BZN|BE","Without Sequence","36.70","",""
"06/01/2025 07:45:00 - 06/01/2025 08:00:00","BZN|BE","Without Sequence","36.70","",""
"06/01/2025 08:00:00 - 06/01/2025 08:15:00","BZN|BE","Without Sequence","58.15","",""
"06/01/2025 08:15:00 - 06/01/2025 08:30:00","BZN|BE","Without Sequence","58.15","",""
"06/01/2025 08:30:00 - 06/01/2025 08:45:00","BZN|BE","Without Sequence","58.15","",""
"06/01/2025 08:45:00 - 06/01/2025 09:00:00","BZN|BE","Without Sequence","58.15","",""
"06/01/2025 09:00:00 - 06/01/2025 09:15:00","BZN|BE","Without Sequence","53.71","",""
"06/01/2025 09:15:00 - 06/01/2025 09:30:00","BZN|BE","Without Sequence","53.71","",""
"06/01/2025 09:30:00 - 06/01/2025 09:45:00","BZN|BE","Without Sequence","53.71","",""
"06/01/2025 09:45:00 - 06/01/2025 10:00:00","BZN|BE","Without Sequence","53.71","",""
"06/01/2025 10:00:00 - 06/01/2025 10:15:00","BZN|BE","Without Sequence","43.81","",""
"06/01/2025 10:15:00 - 06/01/2025 10:30:00","BZN|BE","Without Sequence","43.81","",""
