sim_id,terminal_resolution,cum_elec_idio_return_pct,mean_daily_idio_pct,std_daily_idio_pct,max_drawdown_pct
77,0,38916.58574605342,230.13424434501795,14.897234724594858,0.0
78,0,28503.675142697495,210.58693536483443,19.994341939554076,0.0
79,0,32581.185651698623,219.4041668818909,26.53992375792977,0.0
80,0,40478.92604848171,233.03298126467953,20.55651319523486,0.0
81,0,32100.443145909616,217.87943800167355,17.792866439183463,0.0
82,0,35952.51987198509,225.11720376360842,18.143750168564353,0.0
83,1,34010.99699327637,221.30908730034852,12.658528101395998,0.0
84,1,44129.05756311936,239.9254014036269,35.525858605652424,0.0
85,1,44159.18059179061,240.27873701018052,37.777141874701854,0.0
86,0,36835.508238454,226.49031273823658,13.679557508278805,0.0
87,0,37613.460613896576,229.65023869045612,35.16033795857368,0.0
88,1,43809.76767704296,238.75781678692812,27.041349867814972,0.0
89,0,46626.88879185146,242.36826125392764,18.010283842813912,0.0
90,1,26870.88383513786,206.84162553350993,17.803404740706583,0.0
91,0,41848.03105337788,236.7824868146633,39.17899517008391,0.0
92,0,37117.903597196506,227.31068397214193,19.874712645554553,0.0
93,0,34478.99503630502,222.74536697903233,22.752707691988356,0.0
94,0,34116.97464357965,221.8249739708903,19.294332244145334,0.0
95,0,42546.42121859369,235.91368672423232,11.378547223957487,0.0
96,0,39964.705377881866,231.86280339031487,14.385411324197165,0.0
97,1,47972.07635299986,244.7521590598305,25.00082783868457,0.0
98,1,35226.74784261105,224.5058866428688,27.630523644993502,0.0
99,0,38136.378923236065,231.16262727007484,40.97290610219215,0.0
100,0,34089.384410353145,221.6286550107583,16.353846909882336,0.0
101,0,39863.13121143569,231.76295349029178,15.808983015443978,0.0
102,0,37840.50433155194,228.97404973854586,25.524502283581107,0.0
103,0,44987.288213539665,240.47242504425571,26.250406671142866,0.0
104,0,41873.60454697309,235.24108319747356,19.933707060471935,0.0
105,0,37896.45448979516,229.25376228980872,27.482481528876935,0.0
106,0,41866.93689273518,234.8627387868158,12.161058976789118,0.0
107,0,51119.739067009126,248.53251534246004,13.96239460472698,0.0
